id	name	category	price	originalPrice	link	description	badge	storage	SKU1	Color1	Imagen1	Hex1	SKU2	Color2	Imagen2	Hex2	SKU3	Color3	Imagen3	Hex3	SKU4	Color4	Imagen4	Hex4	SKU5	Color5	Imagen5	Hex5
47	Galaxy Watch FE	smartwatches	2137	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch-fe-40mm-silver-bluetooth-sm-r861nzsalta	Las funciones esenciales de bienestar y conectividad Galaxy a tu alcance cada día.			SM-R861NZSALTA	Silver	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_no1kELFZ2z4lgwKMY7pe.png	#c0c0c0	SM-R861NZKALTA	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_k35e6sFmuNqVXoQdl9w0.png	#404145	SM-R861NIDALTA	Pink Gold	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_EtFy7GqbN06ZUeKmX1rM.png	#d6b6a8								
48	50" Crystal UHD 4K DU8000 Smart TV (2024)	televisions	3629	0	https://samsung.com.bo/tvs/uhd-4k-tv/du8000-50-inch-crystal-uhd-4k-tizen-os-smart-tv-un50du8000gxzs	Sumergete en mil millones de tonos de color para una imagen clara y llena de detalle			UN50DU8000GXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_KDOShpEvQ4lBfnFIo5xq.png	#000000																
49	55" Crystal UHD 4K DU8000 Smart TV (2024)	televisions	4366	0	https://samsung.com.bo/tvs/uhd-4k-tv/du8000-55-inch-crystal-uhd-4k-tizen-os-smart-tv-un55du8000gxzs	Sumergete en mil millones de tonos de color para una imagen clara y llena de detalle			UN55DU8000GXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_ImkfcVMrtUGxSCTOywjK.png	#000000																
50	65" Crystal UHD 4K U8000F Smart TV	televisions	7040	0	https://samsung.com.bo/tvs/uhd-4k-tv/u8000f-65-inch-crystal-uhd-4k-smart-tv-un65u800fgxzs	Sumergete en mil millones de tonos de color para una imagen clara y llena de detalle			UN65U8000FGXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_QpGz43vgsMNwIVbXqoLF.png	#000000																
51	65 The Frame QLED 4K Smart TV (2024)	televisions	11000	0	https://samsung.com.bo/lifestyle-tvs/the-frame/ls03d-65-inch-black-qn65ls03dagxzs	Televisor o cuadro de arte tu eliges; disfruta de tu pantalla anti-reflejo con matte display			QN65LS03DAGXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_m8TwsQ7c1RFViLxje3vO.png	#000000																
52	98 Crystal UHD 4K DU9000 Smart TV (2024)	televisions	39078	0	https://samsung.com.bo/tvs/uhd-4k-tv/du9000-98-inch-crystal-uhd-4k-tizen-os-smart-tv-un98du9000gxzs	Sumergete en mil millones de tonos de color para una imagen clara y llena de detalle			UN98DU9000GXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_Uh2PdWwkltZ9JBaoFK1u.png	#000000																
53	85 QLED 4K Q70A Smart TV (2021)	televisions	16499	0	https://samsung.com.bo/tvs/qled	Hasta 100% de volumen de color con brillo que resalta incluso de dia			QN85Q70AAGXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_Je9G8vLxcWoRBu6Qj3CO.png	#000000																
54	50 QLED Q7FA 4K Vision Al Smart TV (2025)	televisions	4488	0	https://samsung.com.bo/tvs/qled-tv/q7f-50-inch-qled-4k-smart-tv-qn50q7faagxzs	Hasta 100% de volumen de color con brillo que resalta incluso de dia			QN50Q7FAAGXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_5GWkeRcMV4v2oZByOLHb.png	#000000																
55	55 QLED Q7FA 4K Vision Al Smart TV (2025)	televisions	5676	0	https://samsung.com.bo/tvs/qled-tv/q7f-55-inch-qled-4k-smart-tv-qn55q7faagxzs	Hasta 100% de volumen de color con brillo que resalta incluso de dia			QN55Q6FAAGXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_J19o5VW0lxjv8ZAPXb3q.png	#000000																
56	65 QLED Q7FA 4K Vision Al Smart TV (2025)	televisions	7920	0	https://samsung.com.bo/tvs/qled-tv/q7f-65-inch-qled-4k-smart-tv-qn65q7faagxzs	Hasta 100% de volumen de color con brillo que resalta incluso de dia			QN65Q6FAAGXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_y3SazKNiqZL2GgWMDAB1.png	#000000																
57	75 QLED Q7FA 4K Vision Al Smart TV (2025)	televisions	12540	0	https://samsung.com.bo/tvs/qled-tv/q7f-75-inch-qled-4k-smart-tv-qn75q7faagxzs	Hasta 100% de volumen de color con brillo que resalta incluso de dia			QN75Q6FAAGXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_Fh0QtAWP2TrMlOyfKH3i.png	#000000																
58	Televisor Smart 85 QLED 4K Q7F (2025)	televisions	18480	0	https://samsung.com.bo/tvs/qled-tv/q7f-85-inch-qled-4k-smart-tv-qn85q7faagxzs	Hasta 100% de volumen de color con brillo que resalta incluso de dia			QN85Q7FAAGXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_y3SazKNiqZL2GgWMDAB1.png	#000000																
59	65 OLED 4K S85F Smart TV (2025)	televisions	18480	0	https://samsung.com.bo/tvs/oled-tv/s90f-65-inch-oled-4k-smart-tv-qn65s90faexzs	Tecnología OLED con negros profundos, Pantone Validated y diseño LaserSlim.			QN65S90FAEXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_aBiCzY5V7jtclEme09N6.png	#000000																
60	77" OLED S85F 4K Vision AI Smart TV (2025)	televisions	29040	0	https://shop.samsung.com.bo/tvs/oled-tv/s90f-77-inch-oled-4k-smart-tv-qn77s90faexzs	Tecnología OLED con negros profundos, Pantone Validated y diseño LaserSlim.			QN77S85FAEXZS	Negro	https://images.samsung.com/is/image/samsung/p6pim/cl/qn77s85faexzs/gallery/cl-oled-s85f-qn77s85faexzs-545961780?$Q90_1368_1094_F_JPG$	#000000																
61	Q-Series Soundbar HW-Q800F 5.1.2 Subwoofer (2025)	soundbar	4488	0	https://samsung.com.bo/audio-devices/soundbar/q800f-black-hw-q800f-zs	Altavoces laterales para una inmersión acústica total.			HW-Q800F/ZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_zLvAhkBV4oGt1xSOlbHY.png	#000000																
62	Q-Series Soundbar HW-QS700F 3.1.2 Subwoofer	soundbar	5280	0	https://samsung.com.bo/audio-devices/soundbar/qs700f-black-hw-qs700f-zs	Excelente calidad de sonido en cualquier configuración. El diseño inteligente se ve bien tanto en su posición vertical como horizontal.			HW-QS700F/ZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_UC9FgdPpQ1ntN5zfOkho.png	#000000																
63	Lavadora de carga superior con dosificador Magic Dispenser	washing_machines	4043	0	https://samsung.com.bo/washers-and-dryers/washing-machines/top-load-13kg-white-wa13t5260bw-zs	Tecnología Wobble anti-enredos, Motor DIT y diseño moderno.			WA13T5260BW/ZS	Blanco	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_JT9UujprqxAOCeYIymol.png	#ffffff																
64	Lavadora de carga superior con dosificador Magic Dispenser	washing_machines	4274	0	https://samsung.com.bo/washers-and-dryers/washing-machines/top-load-13kg-gray-wa13t5260by-zs	Tecnología Wobble anti-enredos, Motor DIT y diseño moderno.			WA13T5260BY/ZS	Gris	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_EkvnsOYoGfTQXcBILRhS.png	#777777																
65	Lavadora Carga Superior 13Kg c/ Wobble	washing_machines	4043	0	https://samsung.com.bo/washers-and-dryers/washing-machines/wa5000c-top-load-ecobubble-digital-inverter-technology-super-speed-13kg-white-wa13cg5441bwzs	Tecnología Wobble, Lavado Intenso y ahorro de energía.			WA13CG5441BWZS	White	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_su85rYTHDQ31oNcFkqKC.png	#ffffff																
66	Lavadora Carga Superior 13Kg c/ Wobble	washing_machines	4274	0	https://samsung.com.bo/washers-and-dryers/washing-machines/wa5000c-top-load-ecobubble-digital-inverter-technology-super-speed-13kg-white-wa13cg5441bwzs	Tecnología Wobble, Lavado Intenso y ahorro de energía.			WA13CG5441BDZS	Gray	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_Uo1X7Wfh25ta9TM0Oszx.png	#808080																
67	Lavadora Carga Superior 15Kg c/ Wobble	washing_machines	4736	0	https://samsung.com.bo/washers-and-dryers/washing-machines/top-load-15kg-white-wa15t5260bw-zs	Capacidad 15Kg, Pulsador Wobble y 20 años de garantía en motor.			WA15T5260BY/ZS	Gris	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_TMWkD26xISQhd3vbeO7F.png	#777777																
68	Lavadora Carga Superior 15Kg c/ Wobble	washing_machines	4505	0	https://samsung.com.bo/washers-and-dryers/washing-machines/top-load-15kg-white-wa15t5260bw-zs	Capacidad 15Kg, Pulsador Wobble y 20 años de garantía en motor.			WA15T5260BW/ZS	White	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_zn79NiAjgpXSa02KERrW.png	#ffffff																
69	Lavadora Carga Superior 19Kg c/ Eco Bubble 	washing_machines	6468	0	https://samsung.com.bo/washers-and-dryers/washing-machines/wa6000c-top-load-ecobubble-digital-inverter-technology-super-speed-19kg-gray-wa19cg6441bdzs	EcoBubble con Dual Storm, Speed Spray (Lavado 31min) y SmartThings.			WA19CG6441BDZS	Gris	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_gkcsF4KAm19xdWathDey.png	#808080																
70	Lavadora Carga Superior 19Kg c/ Eco Bubble 	washing_machines	6699	0	https://samsung.com.bo/washers-and-dryers/washing-machines/wa6000c-top-load-ecobubble-digital-inverter-technology-super-speed-19kg-gray-wa19cg6441bdzs	EcoBubble con Dual Storm, Speed Spray (Lavado 31min) y SmartThings.			WA19CG6745BVZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_4ALNrH3PaGJvw50B6Ykz.png	#000000																
71	Lavadora Carga Superior 19Kg c/ Wobble	washing_machines	6353	0	https://samsung.com.bo/washers-and-dryers/washing-machines/top-load-19kg-black-caviar-wa19t6260bv-bo	Lavadora de carga superior con dosificador Magic Dispenser, lavado intenso y suavizante potente			WA19T6260BY/BO	Gris	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_2EcOMLa84g03ws7PhJld.png	#808080																
72	Lavadora Carga Superior 22Kg c/ Bubble Storm	washing_machines	9818	0	https://samsung.com.bo/washers-and-dryers/washing-machines/ww8800a-22kg-black-wa22a8370gv-bo	Heavy Duty+, BubbleStorm para lavado rápido y gran capacidad 22kg.			WA22A8370GV/BO	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_Efvjbaz4T2p1qsVgYC8N.png	#000000																
73	Lavadora Carga Frontal 10.5Kg c/ Eco Bubble	washing_machines	6468	0	https://samsung.com.bo/washers-and-dryers/washing-machines/ww5000t-front-loading-hygiene-steam-dit-10-5kg-white-ww10ta040ce-bo	Lavado con IA (AI Control), EcoBubble y Dispensador Automático.			WW10TA040CX/BO	Gris	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_krILGRP5XyFmbe0hjVWJ.png	#808080																
74	Lavadora Carga Frontal 10.5Kg c/ Eco Bubble	washing_machines	6122	0	https://samsung.com.bo/washers-and-dryers/washing-machines/ww5000t-front-loading-hygiene-steam-dit-10-5kg-white-ww10ta040ce-bo	Lavado con IA (AI Control), EcoBubble y Dispensador Automático.			WW10TA040CE/BO	Blanco	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_3uKoTkXGRYyDQgqJ6Sbz.png	#ffffff																
75	Lavadora Carga Superior 9Kg c/ Wobble	washing_machines	3119	0	https://samsung.com.bo/washers/wa90h4400sw	Modelo compacto, Wobble Technology y secado de aire turbo.			WA90H4400SW	Blanco	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_dxZmHuRywXpgqTN0LfMe.png	#ffffff																
76	Lavadora de carga superior 9Kg con tecnología Digital Inverter	washing_machines	3119	0	https://samsung.com.bo/washers-and-dryers/washing-machines/wa4000c-top-load-ecobubble-digital-inverter-technology-super-speed-9kg-light-gray-wa90cg4240byzs	Disfruta de un rendimiento duradero con la Tecnología Digital Inverter			WA90CG4240BYZS	Gray	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_te30L7Zgu4Da1fjSKrw6.png	#808080																
77	Lavadora Carga Frontal 8.5Kg c/ Lavado Rápido	washing_machines	4736	0	https://samsung.com.bo/washers-and-dryers/washing-machines/front-load-8-5kg-white-ww85t3040bw-bo	Motor Digital Inverter, Lavado Rápido 18min y Limpieza de Tambor.			WW85T3040BW/BO	Blanco	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_DOBy17IHf4CUA8VwtipF.png	#ffffff																
78	Lavadora de carga superior 8Kg con tecnología Digital Inverter	washing_machines	2888	0	https://samsung.com.bo/washers-and-dryers/washing-machines/wa4000c-top-load-ecobubble-digital-inverter-technology-super-speed-8kg-white-wa80cg4240bwzs	Disfruta de un rendimiento duradero con la Tecnología Digital Inverter			WA80CG4240BWZS	Blanco	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_xiIa67VGcX5KmtYyA8fJ.png	#ffffff																
79	Lavadora Carga Superior 8Kg c/ Wobble	washing_machines	2888	0	https://samsung.com.bo/lavadoras/WA80H4200SW	Diseño duradero, tina de diamantes y panel de control trasero.			WA80H4200SW	Blanco	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_CFsI3gma41uDhQrA7LS8.png	#ffffff																
80	Lavadora Secadora 12.5Kg/7Kg con IA	washing_machines	6930	0	https://samsung.com.bo/washers-and-dryers/washer-dryer-combo/wd7500t-front-loading-eco-bubble-quickdrive-ai-control-12-5kg-gray-wd12t754dbn-bo	Lavaseca 2 en 1, EcoBubble, Air Wash (Desodorizar) y AI Control.			WD12T704DBX/ZS	Gray	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_LMZcfWrj4VIyn51mxdGR.png	#808080																
81	Refrigerador Top Freezer 234L c/ All Around Cooling	refrigerators	4736	0	https://samsung.com.bo/refrigerators/top-mount-freezer/refrigerator-234l-silver-rt22farads8-zs	Sistema All-Around Cooling, Digital Inverter y compresor duradero (234L útil).		["234L"]	RT22FARADS8/ZS	Plateado	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_5COYXBSuT1VHEmLe0tAG.png	#dbdbdb																
82	Refrigerador Top Mount Freezer 301L c/ Space Max	refrigerators	6237	0	https://samsung.com.bo/refrigerators/top-mount-freezer/rt5300c-top-mount-freezer-spacemax-301l-silver-rt31cg5420s9zs	Tecnología SpaceMax (paredes finas), All-Around Cooling y 301L efectivos.		["301L"]	RT31CG5420S9ZS	Silver	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_sljpqH4KTY7JcAitRfzn.png	#c0c0c0																
83	Refrigerador Top Mount Freezer 407 L con Space Max	refrigerators	9298	0	https://samsung.com.bo/refrigerators/top-mount-freezer/rt6300c-top-mount-freezer-optimal-fresh-and-space-max-407l-black-rt42cg6720b1zs	El doble de frescura con mayor capacidad		["407L"]	RT42CG6720B1ZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_PXyHfSYxJigNBdR6UCtT.png	#000000																
84	Refrigerador Top Mount Freezer 407 L con Space Max	refrigerators	9009	0	https://samsung.com.bo/refrigerators/top-mount-freezer/rt6300c-top-mount-freezer-optimal-fresh-and-space-max-384l-silver-rt38cg6720s9zs	El doble de frescura con mayor capacidad		["407L"]	RT38CG6720S9ZS	Plateado	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_vohCPp2fGgDBs64nty19.png	#dbdbdb																
85	Refrigerador Side by Side 490 L con Twist Ice Maker	refrigerators	12058	0	https://samsung.com.bo/refrigerators/side-by-side/rs3000bm-side-by-side-modern-and-sleek-design-490l-black-rs52b3000b4-zs	Diseño minimalista Side by Side, All-Around Cooling y compresor silencioso.		["490L"]	RS52B3000B4/ZS	Black	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_6d7ECzRqcX2IgZFSH1Vt.png	#000000																
86	Refrigerador Side by Side 490 L con Twist Ice Maker	refrigerators	11365	0	https://samsung.com.bo/refrigerators/side-by-side/rs3000bm-side-by-side-modern-and-sleek-design-490l-black-rs52b3000b4-zs	Diseño minimalista Side by Side, All-Around Cooling y compresor silencioso.		["490L"]	RS52B3000M9/ZS	Silver	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_C81GHQufw5rAhnMT7XUt.png	#d3d3d3																
87	Refrigerador Top Mount Freezer 298 L con Space Max	refrigerators	6699	0	https://samsung.com.bo/refrigerators/top-mount-freezer/rt5300c-top-mount-freezer-spacemax-298l-silver-rt31cg5540s9zs	Almacena más alimentos en un interior espacioso con 20 litros más de capacidad		["298L"]	RT31CG5540S9ZS	Silver	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_qdOpYe8xzfGi6bklj9RJ.png	#d3d3d3																
88	French Door de 425 L con Twin Cooling Plus	refrigerators	15246	0	https://samsung.com.bo/refrigerators/french-door/rf5000a-425l-black-rf44a5202b1-zs	Puerta Francesa (Twin Cooling), dispensador de agua externo y caja de vegetales.		["425L"]	RF44A5202B1/ZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_xgmOh0RCkMKVTP5WieGE.png	#000000																
89	Refrigerador Twin Cooling Plus de 526 L / 19 Pies cúbicos	refrigerators	10973	0	https://samsung.com.bo/refrigeradores/RT53K6541SL	Mantén la frescura de tus alimentos por el doble de tiempo		["526L"]	RT53K6541SL/ZS	Silver	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_ZeLXNjyAPOFGD8znriCB.png	#d3d3d3																
90	Top Mount de 385L con No Frost	refrigerators	7762	0	https://samsung.com.bo/refrigerators/top-mount-freezer/385l-elegant-inox-rt38k50ajs8-zs	All-around Cooling		["385L"]	RT38K50AJS8/ZS	Plateado	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_y1Ew2vYxhRkjQXpbmz6T.png	#dbdbdb																
91	Refrigerador Twin Cooling Plus de 526 L / 19 Pies cúbicos	refrigerators	11296	0	https://samsung.com.bo/refrigeradores/RT53K6541BS	Edición Black Inox, Twin Cooling, Smart Conversion y Power Cool/Freeze.		["526L"]	RT53K6541BS/ZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_EZwrpQvh7dGJfLz8O4SD.png	#000000																
92	Refrigerador Top Mount Freezer 384 L c/ Space Max y WiFi	refrigerators	9240	0	https://shop.samsung.com.bo/refrigerators/top-mount-freezer/rt6300c-top-mount-freezer-optimal-fresh-and-space-max-384l-black-rt38cg6720b1zs	Bespoke Design (Panel personalizable), WiFi SmartThings y SpaceMax.		["384L"]	RT38CG6720B1ZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_zJbv7fYwk1ruh9PVIHaE.png	#000000																
93	Refrigerador Top Mount Freezer 384 L c/ Space Max y WiFi	refrigerators	9009	0	https://samsung.com.bo/refrigerators/top-mount-freezer/rt6300c-top-mount-freezer-optimal-fresh-and-space-max-384l-black-rt38cg6720b1zs	Bespoke Design (Panel personalizable), WiFi SmartThings y SpaceMax.		["384L"]	RT38CG6720S9ZS	Plateado	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_vohCPp2fGgDBs64nty19.png	#dbdbdb																
94	Refrigerador Side by Side 602L c/ 3-Door Flex	refrigerators	17903	0	https://samsung.com.bo/refrigerators/side-by-side/rs5000rc-spacemax-602l-black-rs65r5691b4-zs	Tecnología SpaceMax (602L), 3 puertas con FlexZone y Metal Cooling.		["602L"]	RS65R5691M9/ZS	Plateado	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_xDYXudpNP4qvCsWoOZaQ.png	#dbdbdb																
95	Refrigerador Side by Side 602L c/ 3-Door Flex	refrigerators	19173	0	https://samsung.com.bo/refrigerators/side-by-side/rs5000rc-spacemax-602l-black-rs65r5691b4-zs	Tecnología SpaceMax (602L), 3 puertas con FlexZone y Metal Cooling.		["602L"]	RS65R5691B4/ZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_4JuPHt1WvOwDnmYhZ6rA.png	#000000																
96	Aspiradora sin Bolsa 1800W c/ Turbina Anti Enredos	kitchen_cleaning	1247	0	https://samsung.com.bo/vacuum-cleaners/canister/canister-vc3100m	Turbina Anti-Tangle (No se atasca con pelos), depósito Easy Dustbin y 1800W.			VC18M3110VB/BO	Azul Cosmo	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_xjtC0g9Z2bEXqADP3HNy.png	#1c0d82																
97	Aspiradora con Bolsa 2000W c/ Función Soplador	kitchen_cleaning	901	0	https://samsung.com.bo/vacuum-cleaners/canister/vcc4190v3exbo	Potente 2000W, función de soplado de polvo y filtro de alérgenos.			VCC4190V3E/XBO	Vino Rubí	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_hx8bfBduoXV1MyCcHAlZ.png	#653038																
98	Aspiradora Stick Jet 60 con 150 W de Poder de Succión	kitchen_cleaning	3049	0	https://samsung.com.bo/vacuum-cleaners/stick/vs9000rl-stick-more-advance-cleaning-performance-digital-inverter-motor-jet-cyclone-silver-vs15a60a1r5-zs	Rendimiento de limpieza más avanzado			VS15A60A1R5/ZS	Silver	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_a3s8g25FhCHW6MLPTDRy.png	#d3d3d3																
99	Aspiradora con Contenedor , 2000 W	kitchen_cleaning	1040	0	https://samsung.com.bo/vacuum-cleaners/canister/canister-vcc4580v3k	Twin Chamber System™			VCC4580V3K/XBO	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_0wEIO2gtvuZmicUy9WNT.png	#000000																